,Age,EstimatedSalary,Target
40,-1.017692393473028,-1.5487759483812642,0
240,0.415004547127199,2.3273851207058454,1
196,-0.7311530053529826,0.2718451598263175,0
294,-0.25358735848624026,-0.37418168502153404,0
306,1.2746227114873352,1.8869122719459464,0
203,0.3194914177538505,0.036926307154371514,0
170,-1.5907711697131186,0.5361288690822568,0
189,-0.9221792640996795,-1.1083030996213654,0
315,0.12846515900715358,0.1543857334903445,1
284,0.9880833233672897,2.092466268033899,0
114,0.415004547127199,0.3012100164103108,0
143,-0.7311530053529826,0.56549372566625,0
239,1.465648970234032,2.1511959812018855,1
362,0.8925701939939412,-0.5797356811094868,1
272,2.134240875847471,-0.8146545337814328,1
201,1.083596452740638,0.12502087690635127,0
263,-0.25358735848624026,0.06629116373836477,0
45,-1.3997449109664217,-1.4606813786292843,0
299,0.7970570646205928,1.387709710018061,1
326,0.3194914177538505,0.06629116373836477,0
243,1.7521883583540774,1.0059665744261488,1
301,0.9880833233672897,0.12502087690635127,1
4,-1.7817974284598157,0.18375059007433778,0
19,0.9880833233672897,-1.1963976693733451,1
218,0.7970570646205928,0.7710477217542028,0
133,-1.5907711697131186,-0.05116826259760824,0
115,0.22397828838050202,-0.37418168502153404,0
127,-1.1132055228463764,-1.1083030996213654,0
200,-0.25358735848624026,-0.9027491035334125,0
144,-0.34910048785958875,-1.313857095709318,0
98,-0.25358735848624026,0.09565602032235802,0
109,0.03295202963380511,0.3012100164103108,0
131,-0.4446136172329372,-1.1376679562053587,0
290,0.12846515900715358,1.8869122719459464,1
370,2.134240875847471,-0.6971951074454598,1
66,-1.3042317815930733,-1.4900462352132775,0
73,-0.4446136172329372,1.2702502836820881,0
398,-0.15807422911289182,-1.0789382430373722,0
99,-0.9221792640996795,-0.961478816701399,0
262,1.656675228980729,1.6226285626900072,1
357,0.3194914177538505,0.06629116373836477,0
211,1.3701358408606836,2.3567499772898386,1
140,-1.7817974284598157,0.44803429933027705,0
65,-1.3042317815930733,-0.34481682843754075,0
310,0.415004547127199,0.007561450570378263,0
342,0.03295202963380511,-0.139262832349588,0
337,-0.25358735848624026,0.2718451598263175,0
120,-0.15807422911289182,0.1543857334903445,0
46,-1.2087186522197249,0.2718451598263175,0
368,0.03295202963380511,0.036926307154371514,0
97,-0.9221792640996795,1.5638988495220207,1
33,-0.9221792640996795,-0.7559248206134463,0
119,0.3194914177538505,-0.3154519718535475,0
322,0.3194914177538505,-0.5210059679415002,0
250,0.6060308058738959,-0.9027491035334125,0
78,-0.9221792640996795,0.5067640124982635,0
10,-1.1132055228463764,0.3012100164103108,0
369,1.5611620996073805,-1.2844922391253248,1
90,-1.4952580403397702,0.33057487299430405,0
43,-0.7311530053529826,-1.6075056615492507,0
359,0.415004547127199,-0.46227625477351375,0
214,0.8925701939939412,-0.7852896771974396,0
399,1.083596452740638,-0.9908436732853924,1
255,1.3701358408606836,0.5948585822502434,1
23,0.7015439352472443,-1.4019516654612978,1
142,-0.25358735848624026,-0.3154519718535475,0
154,0.22397828838050202,-0.6678302508614665,0
286,-0.06256109973954335,-0.22735740210156777,0
95,-0.25358735848624026,-0.7559248206134463,0
270,0.5105176765005474,1.8575474153619531,0
237,-0.06256109973954335,0.3012100164103108,0
26,1.083596452740638,-1.2257625259573384,1
141,-1.8773105578331641,-0.05116826259760824,0
336,1.9432146171007743,2.1805608377858787,1
75,-0.34910048785958875,1.240885427098095,1
174,-0.34910048785958875,0.06629116373836477,0
58,-1.4952580403397702,-1.519411091797271,0
264,0.9880833233672897,0.5948585822502434,1
235,0.7970570646205928,0.2718451598263175,1
253,-0.06256109973954335,2.2392905509538656,1
341,-0.25358735848624026,0.1543857334903445,0
116,-0.25358735848624026,0.1543857334903445,0
103,-0.4446136172329372,2.3273851207058454,1
155,-0.6356398759796341,-1.6075056615492507,0
208,0.22397828838050202,2.1218311246178923,1
6,-1.017692393473028,0.4186694427462838,0
72,-1.6862842990864673,-1.3725868088773046,0
160,-0.5401267466062857,0.8885071480901758,1
34,-1.017692393473028,0.5948585822502434,0
22,0.9880833233672897,-0.8440193903654261,1
395,0.7970570646205928,-0.8440193903654261,1
159,-0.5401267466062857,1.9162771285299396,1
24,0.7970570646205928,-1.3725868088773046,1
198,-1.1132055228463764,0.3012100164103108,0
205,0.8925701939939412,-0.6678302508614665,0
169,-0.826666134726331,-0.6678302508614665,0
278,1.3701358408606836,-0.9321139601174058,1
106,-1.1132055228463764,-1.0202085298693855,0
36,-0.4446136172329372,-1.2257625259573384,0
233,1.083596452740638,0.4773991559142703,1
295,-0.15807422911289182,-0.1979925455175745,0
323,0.9880833233672897,-1.167032812789352,1
27,0.8925701939939412,-1.167032812789352,1
280,2.0387277464741227,0.5361288690822568,1
2,-1.1132055228463764,-0.7852896771974396,0
355,2.134240875847471,-1.0495733864533787,1
62,-1.3997449109664217,-0.10989797576559475,0
29,-0.6356398759796341,-1.519411091797271,0
267,-0.06256109973954335,0.12502087690635127,0
324,0.9880833233672897,1.7988177021939666,1
222,-0.06256109973954335,2.1805608377858787,1
335,-0.15807422911289182,-0.46227625477351375,0
256,0.3194914177538505,0.06629116373836477,0
59,-0.5401267466062857,1.387709710018061,0
373,2.0387277464741227,1.7694528456099734,1
244,0.3194914177538505,0.06629116373836477,0
56,-1.3997449109664217,-0.6384653942774733,0
171,-0.34910048785958875,1.3289799968500746,0
5,-1.017692393473028,-0.34481682843754075,0
76,-1.8773105578331641,-0.5210059679415002,0
1,-0.25358735848624026,-1.4606813786292843,0
13,-0.5401267466062857,-1.519411091797271,0
136,-1.6862842990864673,0.3599397295782973,0
391,0.8925701939939412,-1.3725868088773046,1
350,0.03295202963380511,1.2702502836820881,1
128,-0.7311530053529826,-1.5487759483812642,0
124,0.3194914177538505,-0.5503708245254936,0
390,0.9880833233672897,-1.0789382430373722,1
275,1.8477014877274258,0.12502087690635127,1
190,-1.3042317815930733,0.4186694427462838,0
334,1.8477014877274258,-0.28608711526955427,1
381,0.9880833233672897,-1.0789382430373722,1
204,1.9432146171007743,0.9178720046741691,1
48,-0.7311530053529826,1.9162771285299396,1
388,0.8925701939939412,-1.0495733864533787,1
305,0.415004547127199,-0.46227625477351375,0
380,0.415004547127199,-0.16862768893358124,0
156,0.7970570646205928,-0.3154519718535475,0
288,0.3194914177538505,0.2718451598263175,0
259,0.7015439352472443,1.7988177021939666,1
236,0.22397828838050202,-0.37418168502153404,0
389,0.9880833233672897,-1.0202085298693855,1
184,-0.4446136172329372,-0.28608711526955427,0
152,-0.6356398759796341,0.18375059007433778,0
158,-1.1132055228463764,-1.167032812789352,0
137,-0.7311530053529826,1.0940611441781285,1
87,-0.9221792640996795,0.44803429933027705,0
340,1.465648970234032,1.0059665744261488,1
132,-0.7311530053529826,0.5067640124982635,0
51,-1.8773105578331641,-0.7559248206134463,0
397,1.1791095821139865,-1.4606813786292843,1
166,-1.4952580403397702,-0.4329113981895205,0
180,-1.1132055228463764,-1.5781408049652574,0
183,-0.4446136172329372,-0.7852896771974396,0
79,-1.1132055228463764,-1.5487759483812642,0
121,-0.06256109973954335,0.06629116373836477,0
283,1.3701358408606836,-1.431316522045291,1
81,0.12846515900715358,-0.8146545337814328,0
15,-0.826666134726331,0.3012100164103108,0
329,0.8925701939939412,1.0940611441781285,1
375,0.7970570646205928,-1.1083030996213654,1
117,-0.15807422911289182,-0.5210059679415002,0
129,-1.1132055228463764,0.4186694427462838,0
163,-0.25358735848624026,-0.9321139601174058,0
344,0.8925701939939412,1.035331431010142,1
268,0.8925701939939412,2.1805608377858787,1
248,0.3194914177538505,-0.5210059679415002,0
273,0.12846515900715358,1.0646962875941353,1
161,-1.2087186522197249,0.5948585822502434,0
84,-0.7311530053529826,-0.22735740210156777,0
85,-0.6356398759796341,1.4170745666020543,1
207,1.3701358408606836,1.2996151402660814,0
118,0.22397828838050202,-0.3154519718535475,0
150,-1.1132055228463764,-1.6075056615492507,0
186,-1.6862842990864673,0.3599397295782973,0
269,0.22397828838050202,-0.25672225868556103,0
3,-1.017692393473028,-0.37418168502153404,0
360,0.5105176765005474,1.7400879890259802,1
70,-1.2087186522197249,0.3012100164103108,0
266,0.22397828838050202,0.1543857334903445,0
265,0.415004547127199,1.123426000762122,1
7,-0.5401267466062857,2.3567499772898386,1
392,0.7015439352472443,-0.726559964029453,1
195,-0.34910048785958875,-0.7852896771974396,0
11,-1.1132055228463764,-0.5210059679415002,0
52,-0.826666134726331,0.3893045861622905,0
53,-0.25358735848624026,-1.3725868088773046,0
63,-0.5401267466062857,1.4758042797700408,1
224,-0.25358735848624026,-0.28608711526955427,0
311,0.12846515900715358,0.7710477217542028,1
345,0.3194914177538505,-0.1979925455175745,0
96,-0.25358735848624026,-1.313857095709318,0
385,1.7521883583540774,-0.28608711526955427,1
225,-0.06256109973954335,-0.49164111135750704,0
49,-0.6356398759796341,0.56549372566625,0
376,0.7970570646205928,0.12502087690635127,0
74,-0.5401267466062857,-1.519411091797271,0
387,0.12846515900715358,0.036926307154371514,0
157,-0.826666134726331,0.1543857334903445,0
181,-0.6356398759796341,0.036926307154371514,0
245,1.2746227114873352,2.2392905509538656,1
338,0.03295202963380511,-0.4329113981895205,0
261,-0.15807422911289182,2.1805608377858787,1
44,-0.9221792640996795,0.4186694427462838,0
319,-0.15807422911289182,-0.28608711526955427,0
61,-1.2087186522197249,0.5067640124982635,0
274,1.8477014877274258,-1.2844922391253248,1
153,-0.15807422911289182,-0.5797356811094868,0
277,1.083596452740638,0.5361288690822568,1
394,0.12846515900715358,-0.3154519718535475,0
289,-0.06256109973954335,0.24248030324232428,1
317,-0.25358735848624026,-0.4329113981895205,0
228,0.22397828838050202,0.06629116373836477,0
249,-0.25358735848624026,0.8004125783381961,1
285,-0.06256109973954335,0.6829531520022231,1
68,-1.4952580403397702,-0.1979925455175745,0
230,-0.25358735848624026,2.268655407537859,1
354,-0.15807422911289182,0.8591422915061826,1
104,-1.7817974284598157,-1.431316522045291,0
247,1.8477014877274258,1.5345339929380273,1
108,-1.1132055228463764,0.4773991559142703,0
287,0.9880833233672897,2.0043716982819193,1
386,1.083596452740638,-0.9027491035334125,1
351,-0.06256109973954335,0.1543857334903445,0
177,-1.2087186522197249,-1.4019516654612978,0
314,0.12846515900715358,0.2718451598263175,0
312,0.03295202963380511,-0.5797356811094868,0
227,1.7521883583540774,1.8575474153619531,1
393,2.134240875847471,-0.8146545337814328,1
349,0.03295202963380511,-0.25672225868556103,0
89,-0.25358735848624026,-0.5797356811094868,0
69,-0.6356398759796341,-0.05116826259760824,0
93,-0.826666134726331,-1.2257625259573384,0
12,-1.6862842990864673,0.4773991559142703,0
252,0.9880833233672897,1.8869122719459464,1
209,0.7970570646205928,-1.4019516654612978,0
316,1.5611620996073805,1.0059665744261488,1
353,-0.06256109973954335,-0.37418168502153404,0
223,2.134240875847471,0.9472368612581623,1
308,-0.15807422911289182,1.6226285626900072,1
215,2.134240875847471,1.123426000762122,1
318,0.7015439352472443,-1.1083030996213654,1
313,1.083596452740638,2.092466268033899,1
185,-0.6356398759796341,-0.10989797576559475,0
101,-0.9221792640996795,-0.3154519718535475,0
80,-0.7311530053529826,0.3012100164103108,0
331,0.9880833233672897,1.4464394231860476,1
377,0.415004547127199,-0.49164111135750704,0
332,0.415004547127199,-0.139262832349588,0
238,0.7970570646205928,0.3599397295782973,0
304,0.22397828838050202,-0.28608711526955427,0
135,-1.3997449109664217,-0.1979925455175745,0
293,-0.06256109973954335,0.21311544665833101,0
300,1.9432146171007743,-0.9321139601174058,1
216,1.083596452740638,-0.139262832349588,0
291,1.083596452740638,0.56549372566625,1
105,-1.5907711697131186,0.06629116373836477,0
302,-0.06256109973954335,1.975006841697926,1
164,-0.4446136172329372,-0.02180340601361499,0
347,1.5611620996073805,1.123426000762122,1
298,0.7015439352472443,0.2718451598263175,0
296,0.415004547127199,0.09565602032235802,1
352,0.415004547127199,0.5948585822502434,1
176,-0.25358735848624026,-0.6678302508614665,0
182,-0.5401267466062857,1.387709710018061,1
199,-0.25358735848624026,-1.4019516654612978,0
38,-1.1132055228463764,0.06629116373836477,0
251,-0.06256109973954335,-0.5210059679415002,0
343,0.8925701939939412,-0.5503708245254936,1
346,1.465648970234032,0.06629116373836477,1
257,0.22397828838050202,-0.37418168502153404,0
86,-1.3042317815930733,-0.4329113981895205,0
242,1.1791095821139865,0.5361288690822568,1
173,-0.34910048785958875,-0.7852896771974396,0
367,0.7970570646205928,0.5361288690822568,1
0,-1.7817974284598157,-1.4900462352132775,0
325,0.3194914177538505,-0.28608711526955427,0
9,-0.25358735848624026,-0.139262832349588,0
42,-0.25358735848624026,1.123426000762122,0
112,0.03295202963380511,-0.25672225868556103,0
